MG1655,	324738,	G->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	6 3 2 0 3 3 4 3 1 6 5,	202 125 179 103 160 165 68 147 94 207 148,	synonymous SNV gene321_ykgH:gene321_ykgH:exon1:c.C627A:p.V209V, MG1655
MG1655,	333004,	G->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	0 1 0 1 0 0 3 1 2 0 1,	149 95 111 92 89 131 50 76 85 154 82,	nonsynonymous SNV gene326_yahA:gene326_yahA:exon1:c.G634A:p.E212K, MG1655
MG1655,	344521,	G->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	5 4 6 5 4 3 6 4 1 3 2,	218 131 235 156 185 170 118 160 121 200 145,	nonsynonymous SNV gene336_yahL:gene336_yahL:exon1:c.G346A:p.E116K, MG1655
MG1655,	346589,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	3 2 9 4 0 4 0 0 1 0 1,	173 102 124 105 101 148 69 104 66 148 119,	nonsynonymous SNV gene339_yahO:gene339_yahO:exon1:c.C106A:p.Q36K, MG1655
MG1655,	347716,	A->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	0 1 1 1 0 0 3 2 4 2 1,	121 90 94 85 87 73 51 91 73 148 80,	stopgain gene340_prpR:gene340_prpR:exon1:c.T728A:p.L243X, MG1655
MG1655,	354892,	G->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	5 1 0 4 2 0 0 1 0 2 1,	131 73 85 75 95 84 45 84 70 121 98,	upstream;downstream gene345_codB;gene344_prpE
MG1655,	357775,	A->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	3 0 4 1 1 3 0 2 2 1 1,	110 80 85 65 79 56 46 83 44 128 64,	downstream gene346_codA,gene347_cynR
MG1655,	366768,	T->C,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	0 1 0 2 5 0 0 0 0 0 0,	138 97 116 74 81 84 62 91 78 113 99,	nonsynonymous SNV gene354_lacI:gene354_lacI:exon1:c.A743G:p.Q248R, MG1655
MG1655,	380012,	indel;A-1;A+GGG;A+G;A+GG,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	20 11 21 14 23 15 12 16 12 17 20,	257 145 284 182 276 190 131 191 160 226 194,	upstream;downstream gene365_frmA,gene366_frmR;gene367_yaiO,gene368_yaiX
MG1655,	383662,	G->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	3 1 5 1 5 1 1 2 4 1 3,	143 65 110 67 102 82 48 89 63 123 99,	nonsynonymous SNV gene371_yaiP:gene371_yaiP:exon1:c.C274A:p.Q92K, MG1655
MG1655,	383666,	G->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	2 1 5 1 5 0 1 2 4 1 2,	138 66 103 63 100 83 49 91 64 119 92,	synonymous SNV gene371_yaiP:gene371_yaiP:exon1:c.C270A:p.V90V, MG1655
MG1655,	385132,	G->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	2 7 1 0 1 1 1 2 4 2 0,	195 138 217 118 189 189 107 117 112 184 168,	upstream gene372_yaiS,gene373_tauA
MG1655,	399992,	A->G,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	5 1 3 6 7 3 3 2 1 1 3,	221 112 203 139 119 184 99 121 91 192 179,	nonsynonymous SNV gene387_ddlA:gene387_ddlA:exon1:c.T932C:p.V311A, MG1655
MG1655,	1209690,	T->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	16 9 7 7 8 14 6 13 7 8 12,	246 139 225 163 171 184 85 121 93 177 137,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.T6A:p.L2L, MG1655
MG1655,	1209693,	T->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	16 9 7 7 9 13 6 13 8 8 12,	240 148 236 167 179 188 82 121 96 184 138,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.T9A:p.I3I, MG1655
MG1655,	1209720,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	37 30 24 29 29 30 20 34 33 37 41,	237 149 241 149 185 184 85 141 117 165 147,	nonsynonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.C36A:p.D12E, MG1655
MG1655,	1209723,	G->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	40 28 25 30 30 29 22 34 33 37 42,	245 147 241 155 184 182 88 138 115 166 150,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.G39A:p.Q13Q, MG1655
MG1655,	1209729,	A->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	39 30 24 29 30 30 21 33 34 36 43,	244 158 243 164 194 198 82 137 119 170 151,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.A45T:p.T15T, MG1655
MG1655,	1209731,	A->C,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	41 30 25 29 30 30 21 34 34 37 43,	267 159 258 169 205 205 86 148 123 181 153,	nonsynonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.A47C:p.D16A, MG1655
MG1655,	1209733,	C->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	38 29 24 28 29 29 17 32 35 38 41,	255 158 261 168 200 211 81 145 125 173 152,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.C49T:p.L17L, MG1655
MG1655,	1209741,	T->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	40 28 23 29 30 30 21 33 34 36 42,	243 142 223 152 181 198 78 138 120 162 143,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.T57A:p.R19R, MG1655
MG1655,	1209744,	T->C,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	22 18 11 14 19 14 11 16 14 11 25,	221 131 215 136 158 177 62 121 99 142 119,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.T60C:p.N20N, MG1655
MG1655,	1209747,	G->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	19 12 11 12 17 11 8 11 13 11 22,	233 140 228 137 166 177 61 118 97 150 121,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.G63T:p.A21A, MG1655
MG1655,	1209750,	G->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	21 18 12 11 15 14 8 13 11 14 21,	247 164 237 155 172 202 70 135 122 177 140,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.G66T:p.L22L, MG1655
MG1655,	1209751,	A->G,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	18 16 12 13 17 14 10 15 14 11 25,	251 161 235 157 176 201 75 142 121 178 142,	nonsynonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.A67G:p.N23D, MG1655
MG1655,	1209752,	indel;A-1,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	17 12 11 12 9 14 8 17 19 21 14,	250 168 240 153 176 200 76 140 122 174 139,	frameshift deletion gene1172_pinE:gene1172_pinE:exon1:c.68delA:p.N23fs, MG1655
MG1655,	1209753,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	22 17 13 13 19 13 10 15 13 13 23,	234 156 232 145 168 187 70 123 103 153 123,	nonsynonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.C69A:p.N23K, MG1655
MG1655,	1209754,	T->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	23 18 12 13 18 13 10 14 12 12 23,	231 150 220 135 157 175 67 123 101 151 112,	nonsynonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.T70A:p.C24S, MG1655
MG1655,	1209756,	T->C,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	21 17 10 12 17 13 10 14 14 12 24,	236 161 230 140 163 187 69 126 105 160 119,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.T72C:p.C24C, MG1655
MG1655,	1209765,	C->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	35 28 23 23 29 26 17 29 34 36 39,	245 164 221 144 169 196 72 136 118 162 123,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.C81T:p.C27C, MG1655
MG1655,	1209771,	G->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	39 30 25 26 27 28 20 31 33 38 42,	256 167 231 148 167 194 75 137 113 170 125,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.G87A:p.L29L, MG1655
MG1655,	1209780,	A->G,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	28 23 19 22 22 20 17 23 31 32 32,	242 153 224 142 162 178 70 124 110 161 111,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.A96G:p.E32E, MG1655
MG1655,	1209787,	A->G,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	2 4 1 5 6 1 3 4 3 3 6,	210 135 208 127 147 156 62 106 86 136 89,	nonsynonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.A103G:p.I35V, MG1655
MG1655,	1209788,	T->C,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	3 4 2 5 5 1 3 4 4 4 7,	207 130 198 125 141 148 57 108 84 132 86,	nonsynonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.T104C:p.I35T, MG1655
MG1655,	1209789,	A->G,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	3 5 2 4 5 1 2 4 4 3 6,	207 136 202 128 147 150 61 105 91 142 87,	nonsynonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.A105G:p.I35M, MG1655
MG1655,	1209918,	G->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	8 5 7 7 3 4 3 3 3 5 6,	158 102 154 143 103 129 55 80 68 105 80,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.G234A:p.E78E, MG1655
MG1655,	1209922,	T->C,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	8 5 7 6 3 4 3 3 3 5 6,	153 96 140 129 98 119 48 74 63 101 70,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.T238C:p.L80L, MG1655
MG1655,	1209927,	C->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	8 5 7 6 3 4 3 3 3 6 6,	151 102 155 136 109 128 54 82 69 115 76,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.C243T:p.R81R, MG1655
MG1655,	1209930,	A->C,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	8 5 7 6 4 4 3 3 3 6 6,	162 109 155 134 111 126 55 81 71 118 78,	nonsynonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.A246C:p.E82D, MG1655
MG1655,	1209931,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	8 5 7 6 3 4 3 3 2 6 6,	161 107 154 131 113 127 56 81 73 117 81,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.C247A:p.R83R, MG1655
MG1655,	1209939,	C->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	14 13 10 10 5 7 4 6 6 10 13,	155 112 151 125 107 122 58 72 70 117 85,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.C255T:p.I85I, MG1655
MG1655,	1209945,	T->C,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	15 13 11 11 5 7 5 6 5 11 13,	162 119 160 129 111 129 61 76 77 120 84,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.T261C:p.F87F, MG1655
MG1655,	1209948,	T->G,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	15 13 11 11 5 7 5 6 6 11 13,	165 115 162 128 110 127 61 75 73 119 85,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.T264G:p.R88R, MG1655
MG1655,	1209954,	G->C,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	15 13 11 11 5 7 5 6 7 10 12,	157 106 158 120 101 125 53 68 67 112 83,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.G270C:p.L90L, MG1655
MG1655,	1209957,	G->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	16 12 11 11 5 7 5 7 7 11 13,	161 106 156 122 103 124 55 68 74 108 84,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.G273T:p.T91T, MG1655
MG1655,	1209960,	T->C,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	14 13 11 11 5 7 5 6 6 11 13,	164 109 162 121 106 125 53 74 71 114 87,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.T276C:p.D92D, MG1655
MG1655,	1209963,	A->C,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	15 10 11 11 5 7 5 6 7 10 13,	167 106 158 120 112 123 53 73 67 112 87,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.A279C:p.S93S, MG1655
MG1655,	1209966,	T->C,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	14 13 10 10 5 7 5 6 7 11 12,	163 106 164 120 110 129 56 80 70 117 89,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.T282C:p.I94I, MG1655
MG1655,	1209969,	T->C,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	15 13 11 11 5 7 5 6 6 11 13,	170 109 165 119 113 131 54 80 71 121 96,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.T285C:p.D95D, MG1655
MG1655,	1209975,	C->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	13 14 11 11 6 8 8 11 8 15 16,	163 109 164 109 107 124 59 83 69 117 100,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.C291T:p.S97S, MG1655
MG1655,	1209987,	A->G,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	15 13 13 11 7 10 9 12 8 17 17,	159 109 155 110 115 118 59 87 65 119 99,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.A303G:p.G101G, MG1655
MG1655,	1210002,	T->C,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	11 11 10 7 4 8 8 11 5 15 12,	150 98 139 117 119 116 53 81 66 112 96,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.T318C:p.H106H, MG1655
MG1655,	1210005,	G->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	9 10 10 7 4 7 5 11 6 14 12,	145 91 133 107 119 110 44 74 71 110 95,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.G321A:p.V107V, MG1655
MG1655,	1210011,	T->G,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	7 8 6 6 3 5 6 8 4 11 11,	143 92 125 110 113 109 50 77 68 102 99,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.T327G:p.G109G, MG1655
MG1655,	1210014,	C->G,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	7 8 7 5 3 5 6 8 4 11 11,	142 90 125 102 109 112 50 77 65 100 95,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.C330G:p.A110A, MG1655
MG1655,	1210020,	T->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	7 8 7 7 3 5 5 8 5 11 11,	158 97 133 117 115 118 54 89 70 108 94,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.T336A:p.A112A, MG1655
MG1655,	1210029,	G->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	2 2 2 4 3 4 4 3 2 6 7,	175 90 138 115 121 131 60 80 63 101 102,	synonymous SNV gene1172_pinE:gene1172_pinE:exon1:c.G345A:p.E115E, MG1655
