MG1655,	308056,	A->G,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	1 0 0 0 2 0 0 0 0 2 0,	111 32 49 38 37 55 0 66 51 65 73,	nonsynonymous SNV gene300_ecpC:gene300_ecpC:exon1:c.T1277C:p.L426P, MG1655
MG1655,	313074,	T->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	1 0 2 1 4 1 0 0 1 0 1,	249 99 162 89 63 88 0 136 206 138 179,	upstream;downstream gene305_ykgO,gene306_ykgM;gene304_ykgL,gene307_ykgR,gene308_ykgP
MG1655,	313075,	T->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	0 0 1 1 4 0 0 2 1 1 1,	245 102 159 87 61 86 0 138 203 143 175,	upstream;downstream gene305_ykgO,gene306_ykgM;gene304_ykgL,gene307_ykgR,gene308_ykgP
MG1655,	313077,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	1 0 2 5 4 0 0 2 1 1 2,	241 100 158 91 58 90 0 134 200 143 171,	upstream;downstream gene305_ykgO,gene306_ykgM;gene304_ykgL,gene307_ykgR,gene308_ykgP
MG1655,	313079,	T->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	0 1 1 2 3 1 0 2 2 2 1,	246 105 161 85 59 95 0 131 201 138 177,	upstream;downstream gene305_ykgO,gene306_ykgM;gene304_ykgL,gene307_ykgR,gene308_ykgP
MG1655,	313081,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	2 2 2 6 4 1 0 3 3 4 5,	251 108 169 90 61 101 0 138 205 151 187,	upstream;downstream gene305_ykgO,gene306_ykgM;gene304_ykgL,gene307_ykgR,gene308_ykgP
MG1655,	325586,	C->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	4 2 1 4 1 2 0 5 0 0 3,	215 69 99 40 34 105 0 134 116 104 125,	synonymous SNV gene322_betA:gene322_betA:exon1:c.G1662A:p.A554A, MG1655
MG1655,	325587,	G->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	4 1 1 1 2 2 0 3 2 1 2,	215 66 96 35 34 106 0 124 117 101 125,	nonsynonymous SNV gene322_betA:gene322_betA:exon1:c.C1661A:p.A554E, MG1655
MG1655,	325588,	C->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	1 1 0 2 2 1 0 4 0 0 2,	218 66 104 42 37 107 0 136 122 107 134,	nonsynonymous SNV gene322_betA:gene322_betA:exon1:c.G1660A:p.A554T, MG1655
MG1655,	325590,	C->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	2 1 1 2 1 3 0 4 0 1 2,	215 67 105 40 37 97 0 142 120 111 134,	nonsynonymous SNV gene322_betA:gene322_betA:exon1:c.G1658A:p.R553K, MG1655
MG1655,	329179,	G->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	1 2 0 0 2 1 0 0 1 1 0,	260 90 117 96 40 138 0 131 109 112 112,	nonsynonymous SNV gene324_betI:gene324_betI:exon1:c.C156A:p.D52E, MG1655
MG1655,	335258,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	1 2 0 0 2 0 0 1 2 1 1,	288 88 132 69 33 106 0 153 122 108 134,	upstream gene327_yahB,gene328_yahC,gene329_yahD,gene330_yahE
MG1655,	338630,	G->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	0 0 0 0 0 2 0 0 0 0 3,	152 45 64 38 29 105 0 91 51 61 57,	synonymous SNV gene332_yahG:gene332_yahG:exon1:c.G306A:p.G102G, MG1655
MG1655,	344527,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	10 1 5 0 0 7 0 5 3 2 4,	277 96 141 88 52 133 1 154 129 147 159,	nonsynonymous SNV gene336_yahL:gene336_yahL:exon1:c.C352A:p.Q118K, MG1655
MG1655,	345507,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	4 2 0 0 3 2 0 0 2 0 3,	256 97 143 104 58 116 0 145 138 122 169,	nonsynonymous SNV gene337_yahM:gene337_yahM:exon1:c.C104A:p.P35Q, MG1655
MG1655,	345511,	G->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	2 2 0 0 3 1 0 0 0 0 3,	260 100 150 94 52 116 0 150 138 118 168,	nonsynonymous SNV gene337_yahM:gene337_yahM:exon1:c.G108A:p.M36I, MG1655
MG1655,	345952,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	1 1 4 2 2 1 0 0 0 1 2,	192 82 93 52 40 108 0 130 103 93 134,	nonsynonymous SNV gene338_yahN:gene338_yahN:exon1:c.G386T:p.R129L, MG1655
MG1655,	346078,	G->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	2 2 0 3 0 0 0 1 1 0 3,	145 53 92 47 36 52 0 110 66 71 96,	nonsynonymous SNV gene338_yahN:gene338_yahN:exon1:c.C260T:p.S87L, MG1655
MG1655,	347716,	A->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	0 1 3 0 0 1 0 2 0 4 1,	154 51 83 43 27 82 0 89 72 77 86,	stopgain gene340_prpR:gene340_prpR:exon1:c.T728A:p.L243X, MG1655
MG1655,	349717,	T->C,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	2 2 3 3 2 0 0 2 1 2 3,	204 77 110 57 55 117 0 103 119 90 105,	upstream;downstream gene342_prpC;gene341_prpB
MG1655,	350095,	C->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	0 0 0 0 2 2 0 0 0 0 1,	188 78 93 39 30 99 0 91 87 100 87,	synonymous SNV gene342_prpC:gene342_prpC:exon1:c.C84T:p.G28G, MG1655
MG1655,	352213,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	2 1 2 3 1 1 0 2 0 0 2,	167 67 91 57 37 112 1 105 111 96 92,	nonsynonymous SNV gene343_prpD:gene343_prpD:exon1:c.C999A:p.D333E, MG1655
MG1655,	355357,	G->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	3 1 3 0 0 1 0 3 0 0 0,	122 34 55 38 17 95 1 101 53 61 69,	nonsynonymous SNV gene345_codB:gene345_codB:exon1:c.G436T:p.G146C, MG1655
MG1655,	373819,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	0 0 0 3 1 1 0 2 0 0 0,	168 46 76 59 31 93 2 102 70 77 78,	nonsynonymous SNV gene360_mhpF:gene360_mhpF:exon1:c.C899A:p.T300K, MG1655
MG1655,	374974,	A->G,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	2 1 1 0 2 0 0 1 1 0 0,	192 89 145 67 32 134 1 150 80 97 83,	upstream;downstream gene362_mhpT;gene361_mhpE
MG1655,	380012,	indel;A-1;A-2;A+G;A+GG,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	19 4 19 9 3 10 0 15 16 20 18,	268 150 150 115 61 148 0 163 175 176 214,	upstream;downstream gene365_frmA,gene366_frmR;gene367_yaiO,gene368_yaiX
MG1655,	389928,	A->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	0 0 1 0 2 0 0 0 2 1 0,	139 72 82 70 37 75 1 132 128 100 110,	upstream gene377_hemB,gene378_yaiT
MG1655,	389933,	G->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	0 0 2 1 2 0 0 0 1 1 0,	155 68 78 76 39 75 1 129 139 99 111,	upstream gene377_hemB,gene378_yaiT
MG1655,	399994,	T->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	3 1 5 3 3 0 0 1 3 3 2,	251 108 121 63 50 113 2 125 144 111 138,	nonsynonymous SNV gene387_ddlA:gene387_ddlA:exon1:c.A930T:p.E310D, MG1655
MG1655,	400000,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	6 1 5 3 0 1 0 0 2 4 1,	251 101 127 60 40 112 1 120 136 111 144,	nonsynonymous SNV gene387_ddlA:gene387_ddlA:exon1:c.G924T:p.E308D, MG1655
MG1655,	1210318,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	0 0 2 0 2 1 0 0 0 0 2,	175 91 98 72 38 93 1 93 125 109 126,	upstream;downstream gene1171_stfE,gene1173_mcrA;gene1172_pinE
MG1655,	1210321,	G->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	0 0 0 1 3 1 0 0 0 0 2,	186 98 92 71 39 101 1 102 125 114 130,	upstream;downstream gene1171_stfE,gene1173_mcrA;gene1172_pinE
MG1655,	1214837,	T->C,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	2 0 0 0 2 0 0 0 0 1 0,	265 102 102 64 39 116 2 122 110 105 87,	synonymous SNV gene1178_bluF:gene1178_bluF:exon1:c.A639G:p.E213E, MG1655
MG1655,	1214893,	G->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	3 1 1 3 2 2 0 2 0 1 0,	245 79 107 55 41 125 1 125 104 97 90,	nonsynonymous SNV gene1178_bluF:gene1178_bluF:exon1:c.C583A:p.Q195K, MG1655
MG1655,	1215088,	G->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	5 1 0 1 1 1 0 2 0 1 5,	181 80 71 62 31 118 4 113 70 85 87,	nonsynonymous SNV gene1178_bluF:gene1178_bluF:exon1:c.C388T:p.R130C, MG1655
MG1655,	1226863,	T->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	0 0 0 0 2 2 0 0 0 2 1,	308 96 97 81 39 94 0 156 99 120 113,	synonymous SNV gene1194_ycgJ:gene1194_ycgJ:exon1:c.T264A:p.V88V, MG1655
MG1655,	1226867,	G->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	0 0 0 0 2 2 0 0 0 1 0,	311 97 97 79 39 100 0 156 105 117 114,	nonsynonymous SNV gene1194_ycgJ:gene1194_ycgJ:exon1:c.G268A:p.E90K, MG1655
MG1655,	1227767,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	1 1 1 1 2 0 0 2 0 2 2,	164 64 78 57 36 102 1 113 124 118 101,	synonymous SNV gene1196_ycgL:gene1196_ycgL:exon1:c.C54A:p.V18V, MG1655
MG1655,	1229561,	G->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	6 3 2 1 1 3 0 7 3 6 3,	210 79 79 53 42 97 1 139 91 104 103,	synonymous SNV gene1199_hlyE:gene1199_hlyE:exon1:c.C834A:p.A278A, MG1655
MG1655,	1229919,	A->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	2 0 3 1 0 0 0 0 1 0 0,	160 41 60 50 33 77 0 79 60 68 59,	nonsynonymous SNV gene1199_hlyE:gene1199_hlyE:exon1:c.T476A:p.F159Y, MG1655
MG1655,	1243500,	G->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	4 3 1 0 0 1 0 2 1 0 0,	208 58 101 56 35 103 0 128 81 101 101,	synonymous SNV gene1210_emtA:gene1210_emtA:exon1:c.G321A:p.L107L, MG1655
MG1655,	1245398,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	4 6 2 2 0 2 0 0 2 3 1,	201 74 103 65 38 91 0 104 96 88 79,	nonsynonymous SNV gene1213_ycgY:gene1213_ycgY:exon1:c.C239A:p.P80Q, MG1655
